Time 1: PC=0x085 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 4496: PC=0x012 instruction = 0x404 (ISZ), rA = 0x18B, rL = 0
Time 4498: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4499: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4501: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4502: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4504: PC=0x00F instruction = 0x205 (TAD), rA = 0x181, rL = 1
Time 4505: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x181, rL = 1
Time 4507: PC=0x012 instruction = 0x404 (ISZ), rA = 0x181, rL = 1
Time 4509: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4510: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4512: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4513: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4515: PC=0x00F instruction = 0x205 (TAD), rA = 0x177, rL = 0
Time 4516: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x177, rL = 0
Time 4518: PC=0x012 instruction = 0x404 (ISZ), rA = 0x177, rL = 0
Time 4520: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4521: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4523: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4524: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4526: PC=0x00F instruction = 0x205 (TAD), rA = 0x16D, rL = 1
Time 4527: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x16D, rL = 1
Time 4529: PC=0x012 instruction = 0x404 (ISZ), rA = 0x16D, rL = 1
Time 4531: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4532: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4534: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4535: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4537: PC=0x00F instruction = 0x205 (TAD), rA = 0x163, rL = 0
Time 4538: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x163, rL = 0
Time 4540: PC=0x012 instruction = 0x404 (ISZ), rA = 0x163, rL = 0
Time 4542: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4543: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4545: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4546: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4548: PC=0x00F instruction = 0x205 (TAD), rA = 0x159, rL = 1
Time 4549: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x159, rL = 1
Time 4551: PC=0x012 instruction = 0x404 (ISZ), rA = 0x159, rL = 1
Time 4553: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4554: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4556: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4557: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4559: PC=0x00F instruction = 0x205 (TAD), rA = 0x14F, rL = 0
Time 4560: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x14F, rL = 0
Time 4562: PC=0x012 instruction = 0x404 (ISZ), rA = 0x14F, rL = 0
Time 4564: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4565: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4567: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4568: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4570: PC=0x00F instruction = 0x205 (TAD), rA = 0x145, rL = 1
Time 4571: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x145, rL = 1
Time 4573: PC=0x012 instruction = 0x404 (ISZ), rA = 0x145, rL = 1
Time 4575: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4576: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4578: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4579: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4581: PC=0x00F instruction = 0x205 (TAD), rA = 0x13B, rL = 0
Time 4582: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x13B, rL = 0
Time 4584: PC=0x012 instruction = 0x404 (ISZ), rA = 0x13B, rL = 0
Time 4586: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4587: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4589: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4590: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4592: PC=0x00F instruction = 0x205 (TAD), rA = 0x131, rL = 1
Time 4593: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x131, rL = 1
Time 4595: PC=0x012 instruction = 0x404 (ISZ), rA = 0x131, rL = 1
Time 4597: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4598: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4600: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4601: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4603: PC=0x00F instruction = 0x205 (TAD), rA = 0x127, rL = 0
Time 4604: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x127, rL = 0
Time 4606: PC=0x012 instruction = 0x404 (ISZ), rA = 0x127, rL = 0
Time 4608: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4609: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4611: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4612: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4614: PC=0x00F instruction = 0x205 (TAD), rA = 0x11D, rL = 1
Time 4615: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x11D, rL = 1
Time 4617: PC=0x012 instruction = 0x404 (ISZ), rA = 0x11D, rL = 1
Time 4619: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4620: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4622: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4623: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4625: PC=0x00F instruction = 0x205 (TAD), rA = 0x113, rL = 0
Time 4626: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x113, rL = 0
Time 4628: PC=0x012 instruction = 0x404 (ISZ), rA = 0x113, rL = 0
Time 4630: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4631: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4633: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4634: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4636: PC=0x00F instruction = 0x205 (TAD), rA = 0x109, rL = 1
Time 4637: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x109, rL = 1
Time 4639: PC=0x012 instruction = 0x404 (ISZ), rA = 0x109, rL = 1
Time 4641: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4642: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4644: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4645: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4647: PC=0x00F instruction = 0x205 (TAD), rA = 0x0FF, rL = 0
Time 4648: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x0FF, rL = 0
Time 4650: PC=0x012 instruction = 0x404 (ISZ), rA = 0x0FF, rL = 0
Time 4652: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4653: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4655: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4656: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4658: PC=0x00F instruction = 0x205 (TAD), rA = 0x0F5, rL = 1
Time 4659: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x0F5, rL = 1
Time 4661: PC=0x012 instruction = 0x404 (ISZ), rA = 0x0F5, rL = 1
Time 4663: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4664: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4666: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4667: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4669: PC=0x00F instruction = 0x205 (TAD), rA = 0x0EB, rL = 0
Time 4670: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x0EB, rL = 0
Time 4672: PC=0x012 instruction = 0x404 (ISZ), rA = 0x0EB, rL = 0
Time 4674: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4675: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4677: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4678: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4680: PC=0x00F instruction = 0x205 (TAD), rA = 0x0E1, rL = 1
Time 4681: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x0E1, rL = 1
Time 4683: PC=0x012 instruction = 0x404 (ISZ), rA = 0x0E1, rL = 1
Time 4685: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4686: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4688: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4689: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4691: PC=0x00F instruction = 0x205 (TAD), rA = 0x0D7, rL = 0
Time 4692: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x0D7, rL = 0
Time 4694: PC=0x012 instruction = 0x404 (ISZ), rA = 0x0D7, rL = 0
Time 4696: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4697: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4699: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4700: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4702: PC=0x00F instruction = 0x205 (TAD), rA = 0x0CD, rL = 1
Time 4703: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x0CD, rL = 1
Time 4705: PC=0x012 instruction = 0x404 (ISZ), rA = 0x0CD, rL = 1
Time 4707: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4708: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4710: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4711: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4713: PC=0x00F instruction = 0x205 (TAD), rA = 0x0C3, rL = 0
Time 4714: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x0C3, rL = 0
Time 4716: PC=0x012 instruction = 0x404 (ISZ), rA = 0x0C3, rL = 0
Time 4718: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4719: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4721: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4722: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4724: PC=0x00F instruction = 0x205 (TAD), rA = 0x0B9, rL = 1
Time 4725: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x0B9, rL = 1
Time 4727: PC=0x012 instruction = 0x404 (ISZ), rA = 0x0B9, rL = 1
Time 4729: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4730: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4732: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4733: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4735: PC=0x00F instruction = 0x205 (TAD), rA = 0x0AF, rL = 0
Time 4736: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x0AF, rL = 0
Time 4738: PC=0x012 instruction = 0x404 (ISZ), rA = 0x0AF, rL = 0
Time 4740: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4741: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4743: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4744: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4746: PC=0x00F instruction = 0x205 (TAD), rA = 0x0A5, rL = 1
Time 4747: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x0A5, rL = 1
Time 4749: PC=0x012 instruction = 0x404 (ISZ), rA = 0x0A5, rL = 1
Time 4751: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4752: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4754: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4755: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4757: PC=0x00F instruction = 0x205 (TAD), rA = 0x09B, rL = 0
Time 4758: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x09B, rL = 0
Time 4760: PC=0x012 instruction = 0x404 (ISZ), rA = 0x09B, rL = 0
Time 4762: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4763: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4765: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4766: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4768: PC=0x00F instruction = 0x205 (TAD), rA = 0x091, rL = 1
Time 4769: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x091, rL = 1
Time 4771: PC=0x012 instruction = 0x404 (ISZ), rA = 0x091, rL = 1
Time 4773: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4774: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4776: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4777: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4779: PC=0x00F instruction = 0x205 (TAD), rA = 0x087, rL = 0
Time 4780: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x087, rL = 0
Time 4782: PC=0x012 instruction = 0x404 (ISZ), rA = 0x087, rL = 0
Time 4784: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4785: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4787: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4788: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4790: PC=0x00F instruction = 0x205 (TAD), rA = 0x07D, rL = 1
Time 4791: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x07D, rL = 1
Time 4793: PC=0x012 instruction = 0x404 (ISZ), rA = 0x07D, rL = 1
Time 4795: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4796: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4798: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4799: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4801: PC=0x00F instruction = 0x205 (TAD), rA = 0x073, rL = 0
Time 4802: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x073, rL = 0
Time 4804: PC=0x012 instruction = 0x404 (ISZ), rA = 0x073, rL = 0
Time 4806: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4807: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4809: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4810: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4812: PC=0x00F instruction = 0x205 (TAD), rA = 0x069, rL = 1
Time 4813: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x069, rL = 1
Time 4815: PC=0x012 instruction = 0x404 (ISZ), rA = 0x069, rL = 1
Time 4817: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4818: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4820: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4821: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4823: PC=0x00F instruction = 0x205 (TAD), rA = 0x05F, rL = 0
Time 4824: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x05F, rL = 0
Time 4826: PC=0x012 instruction = 0x404 (ISZ), rA = 0x05F, rL = 0
Time 4828: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4829: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4831: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4832: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4834: PC=0x00F instruction = 0x205 (TAD), rA = 0x055, rL = 1
Time 4835: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x055, rL = 1
Time 4837: PC=0x012 instruction = 0x404 (ISZ), rA = 0x055, rL = 1
Time 4839: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4840: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4842: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4843: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4845: PC=0x00F instruction = 0x205 (TAD), rA = 0x04B, rL = 0
Time 4846: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x04B, rL = 0
Time 4848: PC=0x012 instruction = 0x404 (ISZ), rA = 0x04B, rL = 0
Time 4850: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4851: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4853: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4854: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4856: PC=0x00F instruction = 0x205 (TAD), rA = 0x041, rL = 1
Time 4857: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x041, rL = 1
Time 4859: PC=0x012 instruction = 0x404 (ISZ), rA = 0x041, rL = 1
Time 4861: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4862: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4864: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4865: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4867: PC=0x00F instruction = 0x205 (TAD), rA = 0x037, rL = 0
Time 4868: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x037, rL = 0
Time 4870: PC=0x012 instruction = 0x404 (ISZ), rA = 0x037, rL = 0
Time 4872: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4873: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4875: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4876: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4878: PC=0x00F instruction = 0x205 (TAD), rA = 0x02D, rL = 1
Time 4879: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x02D, rL = 1
Time 4881: PC=0x012 instruction = 0x404 (ISZ), rA = 0x02D, rL = 1
Time 4883: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4884: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4886: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4887: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4889: PC=0x00F instruction = 0x205 (TAD), rA = 0x023, rL = 0
Time 4890: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x023, rL = 0
Time 4892: PC=0x012 instruction = 0x404 (ISZ), rA = 0x023, rL = 0
Time 4894: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4895: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4897: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4898: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4900: PC=0x00F instruction = 0x205 (TAD), rA = 0x019, rL = 1
Time 4901: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x019, rL = 1
Time 4903: PC=0x012 instruction = 0x404 (ISZ), rA = 0x019, rL = 1
Time 4905: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4906: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4908: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4909: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4911: PC=0x00F instruction = 0x205 (TAD), rA = 0x00F, rL = 0
Time 4912: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x00F, rL = 0
Time 4914: PC=0x012 instruction = 0x404 (ISZ), rA = 0x00F, rL = 0
Time 4916: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4917: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4919: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4920: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4922: PC=0x00F instruction = 0x205 (TAD), rA = 0x005, rL = 1
Time 4923: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x005, rL = 1
Time 4925: PC=0x012 instruction = 0x404 (ISZ), rA = 0x005, rL = 1
Time 4927: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4928: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4930: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4931: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4933: PC=0x00F instruction = 0x205 (TAD), rA = 0xFFB, rL = 1
Time 4934: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0xFFB, rL = 1
Time 4935: PC=0x011 instruction = 0xA15 (JMP), rA = 0xFFB, rL = 1
Time 4936: PC=0x015 instruction = 0xE80 (CLA), rA = 0x000, rL = 1
Time 4938: PC=0x016 instruction = 0x204 (TAD), rA = 0x063, rL = 1
Time 4940: PC=0x017 instruction = 0xB07 (JMP I), rA = 0x063, rL = 1
Time 4942: PC=0x032 instruction = 0x629 (DCA), rA = 0x000, rL = 1
Time 4944: PC=0x033 instruction = 0x205 (TAD), rA = 0x005, rL = 1
Time 4947: PC=0x034 instruction = 0x728 (DCA I), rA = 0x000, rL = 1
Time 4949: PC=0x035 instruction = 0x428 (ISZ), rA = 0x000, rL = 1
Time 4951: PC=0x036 instruction = 0x229 (TAD), rA = 0x063, rL = 1
Time 4952: PC=0x037 instruction = 0xF20 (SZA), rA = 0x063, rL = 1
Time 4953: PC=0x038 instruction = 0xA31 (JMP), rA = 0x063, rL = 1
Time 4955: PC=0x031 instruction = 0x807 (JMS), rA = 0x063, rL = 1
Time 4957: PC=0x008 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4959: PC=0x009 instruction = 0x604 (DCA), rA = 0x000, rL = 1
Time 4961: PC=0x00A instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4962: PC=0x00B instruction = 0xFA8 (SZA RSS CLA), rA = 0x000, rL = 1
Time 4964: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4965: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4967: PC=0x00F instruction = 0x205 (TAD), rA = 0x059, rL = 0
Time 4968: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x059, rL = 0
Time 4970: PC=0x012 instruction = 0x404 (ISZ), rA = 0x059, rL = 0
Time 4972: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4973: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4975: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4976: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 4978: PC=0x00F instruction = 0x205 (TAD), rA = 0x04F, rL = 1
Time 4979: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x04F, rL = 1
Time 4981: PC=0x012 instruction = 0x404 (ISZ), rA = 0x04F, rL = 1
Time 4983: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
Time 4984: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 1
Time 4986: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 1
Time 4987: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 1
Time 4989: PC=0x00F instruction = 0x205 (TAD), rA = 0x045, rL = 0
Time 4990: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x045, rL = 0
Time 4992: PC=0x012 instruction = 0x404 (ISZ), rA = 0x045, rL = 0
Time 4994: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 0
Time 4995: PC=0x014 instruction = 0xA0D (JMP), rA = 0x000, rL = 0
Time 4997: PC=0x00D instruction = 0x206 (TAD), rA = 0x00A, rL = 0
Time 4998: PC=0x00E instruction = 0xE21 (CMA IAC), rA = 0xFF6, rL = 0
Time 5000: PC=0x00F instruction = 0x205 (TAD), rA = 0x03B, rL = 1
Time 5001: PC=0x010 instruction = 0xF48 (SMA RSS), rA = 0x03B, rL = 1
Time 5003: PC=0x012 instruction = 0x404 (ISZ), rA = 0x03B, rL = 1
Time 5005: PC=0x013 instruction = 0x605 (DCA), rA = 0x000, rL = 1
